uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description,pfam,Version_added,biosynthetic_pathway,biosynthetic_pathway_desc,Annotation_review_priority
Q6X4W1,NSMF_HUMAN,False,True,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q6ZMC9,SIG15_HUMAN,True,False,False,,False,False,,False,True,Sialic acid-binding Ig-like,To_add | To_comment,Adhesion_add,Iglike,,v4.0.0,False,,Normal
Q6ZMJ2,SCAR5_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q6ZMJ4,IL34_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF15036;,v4.0.0,False,,Normal
Q6ZN44,UNC5A_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q70Z44,5HT3D_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q765I0,UTS2B_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF02083;,v4.0.0,False,,Normal
Q7RTX7,CTSR4_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q7Z4H4,ADM2_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00214;,v4.0.0,False,,Normal
Q7Z4P5,GDF7_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
Q7Z5A7,F19A5_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q7Z5A9,F19A1_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q7Z5Y6,BMP8A_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
Q7Z6A9,BTLA_HUMAN,True,False,False,,False,True,,False,False,,To_add,extracellular_add,ligandIUPHAR,PF00047;,v4.0.0,False,,Normal
Q86V24,ADR2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q86WN2,IFNE_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;,v4.0.0,False,,Normal
Q86XM0,CTSRD_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q86XQ3,CTSR3_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q86XT9,TM219_HUMAN,True,False,False,,False,True,,False,False,,,,,PF14940;,v4.0.0,False,,Normal
Q86YW7,GPHB5_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q86Z14,KLOTB_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q8IU54,IFNL1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF15177;,v4.0.0,False,,Normal
Q8IU57,INLR1_HUMAN,True,False,False,,False,True,Interferon_receptor,False,False,,To_add,,cytokine_receptor,PF01108;,v4.0.0,False,,Normal
Q8IVG9,HUNIN_HUMAN,False,False,True,,False,False,,False,True,,To_remove,,no ensembl,,v4.0.0,False,,Normal
Q8IZC6,CORA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01410;PF01391;,v4.0.0,False,,Normal
Q8IZI9,IFNL3_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF15177;,v4.0.0,False,,Normal
Q8IZJ0,IFNL2_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF15177;,v4.0.0,False,,Normal
Q8IZJ1,UNC5B_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q8N126,CADM3_HUMAN,True,False,False,,False,False,,False,False,,,,,PF08205;PF07686;,v4.0.0,False,,Normal
Q8N423,LIRB2_HUMAN,True,False,False,,False,True,Inhibitory LILRs_add,False,False,,To_add,,Iglike,PF13895;,v4.0.0,False,,Normal
Q8N474,SFRP1_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q8N6P7,I22R1_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF01108;,v4.0.0,False,,Normal
Q8N6Q3,CD177_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Adhesion_add,,PF00021;,v4.0.0,False,,Normal
Q8N729,NPW_HUMAN,False,False,True,,False,False,,False,False,,,,,PF15180;,v4.0.0,False,,Normal
Q8NAC3,I17RC_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,,,,PF15037;PF08357;,v4.0.0,False,,Normal
Q8NCG7,DGLB_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q8NEC5,CTSR1_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q8NER5,ACV1C_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Receptor for activin AB,PF07714;PF08515;,v4.0.0,False,,Normal
Q8NEV9,IL27A_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q8NFJ6,PKR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q8NFR9,I17RE_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF15037;PF08357;,v4.0.0,False,,Normal
Q8NFW1,COMA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00092;,v4.0.0,False,,Normal
Q8NFY4,SEM6D_HUMAN,True,False,False,,False,False,,False,False,,,,Possible_receptor,PF01437;PF01403;,v4.0.0,False,,Normal
Q8NFZ8,CADM4_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Iglike,PF08205;PF07686;,v4.0.0,False,,Normal
Q8NG41,NPB_HUMAN,False,False,True,,False,False,,False,False,,,,,PF15180;,v4.0.0,False,,Normal
Q8NHJ6,LIRB4_HUMAN,True,False,False,,False,True,Inhibitory LILRs_add,False,False,,,,,PF00047;PF13895;,v4.0.0,False,,Normal
Q8NHL6,LIRB1_HUMAN,True,False,True,,False,True,Inhibitory LILRs_add,False,False,,,,,PF00047;PF13895;,v4.0.0,False,,Normal
Q8TCW9,PKR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q8TD07,N2DL4_HUMAN,True,False,True,,False,False,,False,False,,To_add,,Binds and activates the KLRK1/NKG2D receptor (uniprot),PF00129;,v4.0.0,False,,Normal
Q8TD46,MO2R1_HUMAN,True,False,True,,False,True,,False,False,,,,,PF08205;,v4.0.0,False,,Normal
Q8TDQ0,HAVR2_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Receptor_add | Extracellular_add,Iglike. Cell surface receptor implicated in modulating innate and adaptive immune responses (uniprot),PF07686;,v4.0.0,False,,Normal
Q8TDS5,OXER1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q8TDU9,RL3R2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q8TDV0,GP151_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q8WUG5,S22AH_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q8WWG1,NRG4_HUMAN,True,False,True,Growthfactor,True,False,,False,False,,,,,PF00008;,v4.0.0,False,,Normal
Q8WWZ1,IL1FA_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;,v4.0.0,False,,Normal
Q8WXA8,5HT3C_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q8WXD0,RXFP2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF00057;PF13855;,v4.0.0,False,,Normal
Q8WXF3,REL3_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00049;,v4.0.0,False,,Normal
Q92478,CLC2B_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Extracellular_add,member of the C-type lectin/C-type lectin-like domain (CTL/CTLD) superfamily. NK cell signalling. Reviewed in PMID:24987108,PF00059;,v4.0.0,False,,Normal
Q92583,CCL17_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
Q92673,SORL_HUMAN,True,False,True,,False,True,,False,False,,To_add,,Likely to be a multifunctional endocytic receptor (uniprot),PF00041;PF00057;PF00058;PF15902;PF15901;,v4.0.0,False,,Normal
Q92692,PVRL2_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF08205;PF07686;,v4.0.0,False,,Normal
Q92765,SFRP3_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q92854,SEM4D_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00047;PF01437;PF01403;,v4.0.0,False,,Normal
Q92896,GSLG1_HUMAN,True,False,False,,False,False,,False,False,False,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot: Binds E-selectin,PF00839;,v4.0.0,False,,Normal
Q92956,TNR14_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,,TNF_receptor_add (uniprot),PF00020;,v4.0.0,False,,Normal
Q93038,TNR25_HUMAN,True,False,True,,False,True,TNF_receptor_add,False,False,,,,,PF00531;PF00020;,v4.0.0,False,,Normal
Q93097,WNT2B_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
Q93098,WNT8B_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q969D9,TSLP_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF15216;,v4.0.0,False,,Normal
Q969E3,UCN3_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00473;,v4.0.0,False,,Normal
Q969V1,MCHR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q96A54,ADR1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q96A83,COQA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF07546;,v4.0.0,False,,Normal
Q96A98,TIP39_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q96AP7,ESAM_HUMAN,True,False,False,,False,False,,False,False,,,,,PF07686;,v4.0.0,False,,Normal
Q96E93,KLRG1_HUMAN,True,False,False,,False,True,KLR_add,False,False,,,,,PF00059;,v4.0.0,False,,Normal
Q96F46,I17RA_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF16556;PF08357;,v4.0.0,False,,Normal
Q96HF1,SFRP2_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q96LC7,SIG10_HUMAN,True,False,True,,False,False,,False,True,Sialic acid-binding Ig-like,,,Sialic acid-binding Ig-like,PF13895;PF07686;,v4.0.0,False,,Normal
Q96LR4,F19A4_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q96MS0,ROBO3_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Iglike,,v4.0.0,False,,Normal
Q96NY8,PVRL4_HUMAN,True,False,True,,False,True,,False,False,,,,,PF08205;PF07686;,v4.0.0,False,,Normal
Q96P44,COLA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00092;,v4.0.0,False,,Normal
Q96P56,CTSR2_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q96P88,GNRR2_HUMAN,True,False,False,,False,True,,False,False,,To_remove,,no ensembl,,v4.0.0,False,,Normal
Q96PD4,IL17F_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF06083;,v4.0.0,False,,Normal
Q96QV1,HHIP_HUMAN,False,True,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q96RJ3,TR13C_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,,TNF_receptor_add (uniprot),PF09256;,v4.0.0,False,,Normal
Q96RP3,UCN2_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00473;,v4.0.0,False,,Normal
Q96S42,NODAL_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
Q96T91,GPHA2_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q99062,CSF3R_HUMAN,True,False,True,,False,True,Cytokine_receptor,False,False,,,,,PF00041;PF06328;,v4.0.0,False,,Normal
Q99075,HBEGF_HUMAN,True,False,True,Growthfactor,True,True,,False,False,,,,,PF00008;,v4.0.0,False,,Normal
Q99435,NELL2_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q99466,NOTC4_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00023;PF12796;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;,v4.0.0,False,,Normal
Q99523,SORT_HUMAN,True,False,False,,False,True,,False,False,,,,,PF15902;PF15901;,v4.0.0,False,,Normal
Q99527,GPER1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q99616,CCL13_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
Q99650,OSMR_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF00041;PF17971;,v4.0.0,False,,Normal
Q99665,I12R2_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,,cytokine_receptor,PF00041;PF06328;,v4.0.0,False,,Normal
Q99705,MCHR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q99715,COCA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00041;PF00092;,v4.0.0,False,,Normal
Q99731,CCL19_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
Q99748,NRTN_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
Q99788,CML1_HUMAN,True,False,False,,False,True,Chemokine_receptor_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q99969,RARR2_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q99983,OMD_HUMAN,False,False,True,,False,False,,False,False,,,,,PF13855;,v4.0.0,False,,Normal
Q99985,SEM3C_HUMAN,False,False,True,,False,False,,False,False,,,,,PF07679;PF01403;,v4.0.0,False,,Normal
Q9BQ51,PD1L2_HUMAN,True,False,True,,False,True,,False,False,,To_comment,Extracellular_add,,PF08205;,v4.0.0,False,,Normal
Q9BT56,SPXN_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9BWV1,BOC_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9BX67,JAM3_HUMAN,True,False,True,,False,False,,False,False,,,,,PF07686;,v4.0.0,False,,Normal
Q9BX79,STRA6_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q9BXB1,LGR4_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF13855;PF01462;,v4.0.0,False,,Normal
Q9BXJ7,AMNLS_HUMAN,False,True,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9BXY4,RSPO3_HUMAN,False,False,True,,False,False,,False,False,,,,,PF15913;,v4.0.0,False,,Normal
Q9BY67,CADM1_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF08205;PF07686;,v4.0.0,False,,Normal
Q9BZM4,N2DL3_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF00129;,v4.0.0,False,,Normal
Q9BZM5,N2DL2_HUMAN,True,False,True,,False,False,,False,False,,,,,PF00129;,v4.0.0,False,,Normal
Q9BZM6,N2DL1_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Receptor_add | Extracellular_add,,PF00129;,v4.0.0,False,,Normal
Q9BZW8,CD244_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF13895;PF11465;,v4.0.0,False,,Normal
Q9BZZ2,SN_HUMAN,True,False,True,,False,False,,False,True,Sialic acid-binding Ig-like,,,Sialic acid-binding Ig-like,PF08205;PF07679;PF13895;PF07686;,v4.0.0,False,,Normal
Q9C0C4,SEM4C_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Receptor_add,,PF01437;PF01403;,v4.0.0,False,,Normal
Q9GZP0,PDGFD_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00431;PF00341;,v4.0.0,False,,Normal
Q9GZQ4,NMUR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q9GZT5,WN10A_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9GZV9,FGF23_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
Q9GZX6,IL22_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF14565;,v4.0.0,False,,Normal
Q9GZZ7,GFRA4_HUMAN,True,False,True,,False,True,,False,False,,,,,PF02351;,v4.0.0,False,,Normal
Q9H1J5,WNT8A_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9H1J7,WNT5B_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
Q9H293,IL25_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF06083;,v4.0.0,False,,Normal
Q9H2A7,CXL16_HUMAN,True,False,True,Cytokine,True,True,Chemokine_receptor_add,False,False,,,,,,v4.0.0,False,,Normal
Q9H2E6,SEM6A_HUMAN,True,False,False,,False,False,,False,False,,,,Possible_receptor,,v4.0.0,False,,Normal
Q9H2X3,CLC4M_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00059;,v4.0.0,False,,Normal
Q9H3N8,HRH4_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q9H3S1,SEM4A_HUMAN,True,False,False,,False,False,,False,False,,,,,PF01437;PF01403;,v4.0.0,False,,Normal
Q9H461,FZD8_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF01534;PF01392;,v4.0.0,False,,Normal
Q9H4G0,E41L1_HUMAN,False,False,False,,False,False,,False,False,,To_add,,,PF05902;PF08736;PF09380;PF00373;PF09379;PF04382;,v4.0.0,False,,Normal
Q9H665,IGFR1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q9HB29,ILRL2_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,,Iglike,PF13895;PF18452;PF01582;,v4.0.0,False,,Normal
Q9HB63,NET4_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9HB89,NMUR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q9HBE4,IL21_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF02372;,v4.0.0,False,,Normal
Q9HBE5,IL21R_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,,v4.0.0,False,,Normal
Q9HBX8,LGR6_HUMAN,True,False,False,,False,True,,False,False,,,,,PF13855;,v4.0.0,False,,Normal
Q9HBX9,RXFP1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF00057;PF13855;,v4.0.0,False,,Normal
Q9HC23,PROK2_HUMAN,False,False,True,,False,False,,False,False,,,,,PF06607;,v4.0.0,False,,Normal
Q9HC73,CRLF2_HUMAN,True,False,True,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q9HCK4,ROBO2_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Receptor_add,Iglike | Receptor_add,,v4.0.0,False,,Normal
Q9HCM2,PLXA4_HUMAN,True,False,False,,False,True,,False,False,,,,,PF08337;PF01437;PF01403;PF01833;PF18020;PF17960;,v4.0.0,False,,Normal
Q9HCT0,FGF22_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9NNX6,CD209_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00059;,v4.0.0,False,,Normal
Q9NP84,TNR12_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,,TNF_receptor_add (uniprot),PF12191;,v4.0.0,False,,Normal
Q9NP95,FGF20_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9NPB9,ACKR4_HUMAN,True,False,False,,False,True,Atipical_chemokine_receptor_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q9NPC1,LT4R2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q9NPF7,IL23A_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF16649;,v4.0.0,False,,Normal
Q9NPG1,FZD3_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF01534;PF01392;,v4.0.0,False,,Normal
Q9NPH3,IL1AP_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF18452;PF01582;,v4.0.0,False,,Normal
Q9NPH9,IL26_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00726;,v4.0.0,False,,Normal
Q9NQS3,PVRL3_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF08205;PF07686;,v4.0.0,False,,Normal
Q9NR23,GDF3_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
Q9NR61,DLL4_HUMAN,True,False,False,,False,False,,False,False,,To_comment,extracellular_add,ligandIUPHAR,PF01414;PF00008;PF07657;,v4.0.0,False,,Normal
Q9NR97,TLR8_HUMAN,True,False,False,,False,True,,False,True,microbe recognition,To_add,,TLR (uniprot),,v4.0.0,False,,Normal
Q9NRA1,PDGFC_HUMAN,True,False,True,Growthfactor,True,False,,False,False,,,,,PF00431;PF00341;,v4.0.0,False,,Normal
Q9NRJ3,CCL28_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
Q9NRM6,I17RB_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor,False,False,,,,,PF16556;PF08357;,v4.0.0,False,,Normal
Q9NRV9,HEBP1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,transmembrane_add | extracellular_add,"Genecards: This protein includes a natural chemoattractant peptide of 21 amino acids at the N-terminus, which is a natural ligand for formyl peptide receptor-like receptor 2 (FPRL2) ",PF04832;,v4.0.0,False,,Normal
Q9NS75,CLTR2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q9NSA1,FGF21_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9NSD7,RL3R1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q9NTN9,SEM4G_HUMAN,True,False,False,,False,False,,False,False,,,,Possible_receptor,PF01437;PF01403;,v4.0.0,False,,Normal
Q9NYJ7,DLL3_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,transmembrane_add | extracellular_add,,PF00008;PF12661;,v4.0.0,False,,Normal
Q9NYY1,IL20_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00726;,v4.0.0,False,,Normal
Q9NZ53,PDXL2_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Acts as a ligand for vascular selectins. (uniprot),,v4.0.0,False,,Normal
Q9NZC2,TREM2_HUMAN,True,False,True,,False,True,,False,False,,,,,PF07686;,v4.0.0,False,,Normal
Q9NZH6,IL37_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;,v4.0.0,False,,Normal
Q9NZH7,IL36B_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9NZH8,IL36G_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;,v4.0.0,False,,Normal
Q9NZQ7,PD1L1_HUMAN,True,False,False,,False,True,,False,False,,To_comment,extracellular_add,ligandIUPHAR,PF08205;PF07686;,v4.0.0,False,,Normal
Q9NZS2,KLRF1_HUMAN,True,False,False,,False,True,KLR_add,False,False,,To_add | To_comment,Extracellular_add,KLR_add (uniprot),PF00059;,v4.0.0,False,,Normal
Q9P0M4,IL17C_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF06083;,v4.0.0,False,,Normal
Q9P0W0,IFNK_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00143;,v4.0.0,False,,Normal
Q9P1W8,SIRPG_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Iglike,PF07654;PF07686;,v4.0.0,False,,Normal
Q9P218,COKA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00041;PF00092;,v4.0.0,False,,Normal
Q9P296,C5AR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q9UBC7,GALP_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF01296;,v4.0.0,False,,Normal
Q9UBD3,XCL2_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
Q9UBD9,CLCF1_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF06875;,v4.0.0,False,,Normal
Q9UBH0,I36RA_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;,v4.0.0,False,,Normal
Q9UBK5,HCST_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Transmembrane adapter protein (uniprot),PF07213;,v4.0.0,False,,Normal
Q9UBN6,TR10D_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,,TNF_receptor_add (uniprot),PF00020;,v4.0.0,False,,Normal
Q9UBU2,DKK2_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9UBU3,GHRL_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF04643;PF04644;,v4.0.0,False,,Normal
Q9UBV4,WNT16_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9UEF7,KLOT_HUMAN,True,False,True,Hormone,True,False,,False,False,,,,,PF00232;,v4.0.0,False,,Normal
Q9UGT4,SUSD2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q9UHA7,IL36A_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;,v4.0.0,False,,Normal
Q9UHD0,IL19_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00726;,v4.0.0,False,,Normal
Q9UHF0,TKNK_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q9UHF4,I20RA_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,,cytokine_receptor,PF09294;PF01108;,v4.0.0,False,,Normal
Q9UHP7,CLC2D_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF00059;,v4.0.0,False,,Normal
Q9UIW2,PLXA1_HUMAN,True,False,False,,False,False,,False,False,,,,,PF08337;PF01437;PF01403;PF01833;PF18020;PF17960;,v4.0.0,False,,Normal
