id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
,P22004,BMR1B_AVR2A,BMP6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP6,,Signaling by BMP
,P22004,BMR1B_AVR2B,BMP6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP6,,Signaling by BMP
,P18075,ACVR_1A2A_receptor,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,P18075,ACVR_1A2B_receptor,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,P18075,ACVR1_BMPR2,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,P18075,BMPR1A_BMPR2,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,P18075,BMPR1B_BMPR2,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,P18075,BMR1A_ACR2A,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,P18075,BMR1A_AVR2B,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,P18075,BMR1B_AVR2A,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,P18075,BMR1B_AVR2B,BMP7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP7,,Signaling by BMP
,Q7Z5Y6,ACVR_1A2A_receptor,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,Q7Z5Y6,ACVR_1A2B_receptor,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,Q7Z5Y6,ACVR1_BMPR2,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,Q7Z5Y6,BMPR1A_BMPR2,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,Q7Z5Y6,BMPR1B_BMPR2,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,Q7Z5Y6,BMR1A_ACR2A,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,Q7Z5Y6,BMR1A_AVR2B,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,Q7Z5Y6,BMR1B_AVR2A,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,Q7Z5Y6,BMR1B_AVR2B,BMP8A_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP8A,,Signaling by BMP
,BMP9_BMP15,BMPR1B_BMPR2_ACVR1B,,,curated,PMID:1218020110,True,LGarciaAlonso,,,,,,ligand-receptor,Bone morphogenetic protein,Bone morphogenetic protein BMP9 and BMP15,,Signaling by BMP
,BMPR1B_BMPR2,P36894,,BMR1A_HUMAN,curated,3evs;_PDB_complex_higher_affinity,True,RVentoTormo,,,,,,receptor-receptor,Bone morphogenetic protein,,,Signaling by BMP
,Q10589,P59901,BST2_HUMAN,LIRA4_HUMAN,curated,PMID:19564354,True,RVentoTormo,,,,,,ligand-receptor,Bone marrow stromal antigen,,,
,P35070,Q15303,BTC_HUMAN,ERBB4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Growth factor probetacellulin ,,,
,P35070,P00533,BTC_HUMAN,EGFR_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Epidermal growth factor,,,ESR-mediated signaling|Signaling by EGFR|Signaling by Receptor Tyrosine Kinases|Signaling by PTK6|Signaling by ERBB4|EGFR downregulation|Signaling by ERBB2|RAF/MAP kinase cascade
,P35070,P21860,BTC_HUMAN,ERBB3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Growth factor probetacellulin ,,,
,Q7Z6A9,Q92956,BTLA_HUMAN,TNR14_HUMAN,curated,PMID:31204070;uniprot,True,LGarciaAlonso,,,,,,receptor-receptor,Tumor necrosis factor,Tumor necrosis factor BTLA,,
,O95971,Q92956,BY55_HUMAN,TNR14_HUMAN,curated,PMID:21959263,True,RVentoTormo,,,,,,ligand-receptor,Tumor necrosis factor,Tumor necrosis factor BY55,,
,P12830,integrin_a2b1_complex,CADH1_HUMAN,,curated,PMID:12392763,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule cadherin,,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3|Integrin cell surface interactions|Cell junction organization|Extracellular matrix organization"
,P12830,integrin_aEb7_complex,CADH1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,adhesion-integrin,Cell adhesion,Cell adhesion molecule cadherin,,Integrin cell surface interactions|Extracellular matrix organization
,P12830,Q96E93,CADH1_HUMAN,KLRG1_HUMAN,curated,PMC3030123,True,RVentoTormo,,,,,,ligand-receptor,,,Killer cell lectin-like receptor subfamily F member,
,P19022,P19022,CADH2_HUMAN,CADH2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule cadherin,,Adherens junctions interactions|Cell junction organization
,P22223,P22223,CADH3_HUMAN,CADH3_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule cadherin,,Adherens junctions interactions|Cell junction organization
,P33151,P33151,CADH5_HUMAN,CADH5_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule cadherin,,Signaling by Receptor Tyrosine Kinases|Signaling by VEGF|Adherens junctions interactions|Cell junction organization
,P55285,P55285,CADH6_HUMAN,CADH6_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule cadherin,,Adherens junctions interactions|Cell junction organization
,Q9ULB5,Q9ULB5,CADH7_HUMAN,CADH7_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule cadherin,,Adherens junctions interactions|Cell junction organization
,Q9BY67,Q9BY67,CADM1_HUMAN,CADM1_HUMAN,curated,PMID:24503895,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule CADM,,Adherens junctions interactions|Cell junction organization
,Q9BY67,Q9NQS3,CADM1_HUMAN,PVRL3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule CADM,,Adherens junctions interactions|Cell junction organization
,Q8N126,Q9BY67,CADM3_HUMAN,CADM1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule CADM,,Adherens junctions interactions|Cell junction organization
,Q8N126,Q8NFZ8,CADM3_HUMAN,CADM4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule CADM,,
,Q8N126,Q9H4G0,CADM3_HUMAN,E41L1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule CADM,,
,Q8N126,Q9NQS3,CADM3_HUMAN,PVRL3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule CADM,,Adherens junctions interactions|Cell junction organization
,P01258,P30988,CALC_HUMAN,CALCR_HUMAN,curated,uniprot;HMRbase;PMID:7476993,True,LGarciaAlonso,,,,,,ligand-receptor,Calcitonin ,,,Signaling by GPCR
,P01258,RAMP1_complex,CALC_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Calcitonin ,,,Signaling by GPCR
,P10092,RAMP1_complex,CALCB_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Calcitonin ,,,Signaling by GPCR
,Calcitriol_byCYP27B1,P11473,,VDR_HUMAN,curated,HMRbase;uniprot,False,LGarciaAlonso,,,,,,ligand-receptor,Calcitrol,,,
,P06307,P32238,CCKN_HUMAN,CCKAR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-388529,,,,ligand-receptor,Cholecystokinin ,,,Signaling by GPCR
,P06307,P32239,CCKN_HUMAN,GASR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-388529,,,,ligand-receptor,Cholecystokinin ,,,Signaling by GPCR
,P22362,P51685,CCL1_HUMAN,CCR8_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL1,,Signaling by Interleukins|Signaling by GPCR
,P51671,O00590,CCL11_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL11,,Signaling by Interleukins|Signaling by GPCR
,P51671,P51677,CCL11_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL11,,Signaling by Interleukins|Signaling by GPCR
,P51671,P27487,CCL11_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL11,,Signaling by Interleukins|Signaling by GPCR
,Q99616,O00590,CCL13_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL13,,Signaling by Interleukins|Signaling by GPCR
,Q99616,P41597,CCL13_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL13,,Signaling by Interleukins|Signaling by GPCR
,Q99616,P51677,CCL13_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL13,,Signaling by Interleukins|Signaling by GPCR
,Q16627,O00590,CCL14_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL14,,Signaling by Interleukins|Signaling by GPCR
,Q16627,P32246,CCL14_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL14,,Signaling by Interleukins|Signaling by GPCR
,Q16627,P51677,CCL14_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL14,,Signaling by Interleukins|Signaling by GPCR
,Q16663,P32246,CCL15_HUMAN,CCR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL15,,Signaling by Interleukins|Signaling by GPCR
,Q16663,P51677,CCL15_HUMAN,CCR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL15,,Signaling by Interleukins|Signaling by GPCR
,O15467,P32246,CCL16_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,R-HSA-373268,,,,,ligand-receptor,Chemokines,Chemokine CCL16,,Signaling by Interleukins|Signaling by GPCR
,O15467,P41597,CCL16_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,R-HSA-373268,,,,,ligand-receptor,Chemokines,Chemokine CCL16,,Signaling by Interleukins|Signaling by GPCR
,O15467,P51685,CCL16_HUMAN,CCR8_HUMAN,curated,uniprot;reactome,True,LGarciaAlonso,R-HSA-373268,,,,,ligand-receptor,Chemokines,Chemokine CCL16,,Signaling by Interleukins|Signaling by GPCR
,O15467,Q9H3N8,CCL16_HUMAN,HRH4_HUMAN,curated,PMID:15265943,True,LGarciaAlonso,,,,,,ligand-receptor,Chemokines,Chemokine CCL16,,Signaling by Interleukins|Signaling by GPCR
,Q92583,P51679,CCL17_HUMAN,CCR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL17,,Signaling by Interleukins|Signaling by GPCR
,P55774,P51685,CCL18_HUMAN,CCR8_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL18,,Signaling by Interleukins|Signaling by GPCR
,Q99731,Q9NPB9,CCL19_HUMAN,ACKR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL19,,Signaling by Interleukins|Signaling by GPCR
,Q99731,O00421,CCL19_HUMAN,CCRL2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Chemokines,Chemokine CCL19,,Signaling by Interleukins|Signaling by GPCR
,Q99731,P32248,CCL19_HUMAN,CCR7_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL19,,Signaling by Interleukins|Signaling by GPCR
,P13500,O00590,CCL2_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL2,,Signaling by Interleukins|Signaling by GPCR
,P13500,Q16570,CCL2_HUMAN,ACKR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL2,,Signaling by Interleukins|Signaling by GPCR
,P13500,P41597,CCL2_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL2,,Signaling by Interleukins|Signaling by GPCR
,P78556,P51684,CCL20_HUMAN,CCR6_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL20,,Signaling by Interleukins|Signaling by GPCR
,O00585,Q9NPB9,CCL21_HUMAN,ACKR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL21,,Signaling by Interleukins|Signaling by GPCR
,O00585,P32248,CCL21_HUMAN,CCR7_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL21,,Signaling by Interleukins|Signaling by GPCR
,O00626,P51679,CCL22_HUMAN,CCR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL22,,Signaling by Interleukins|Signaling by GPCR
,O00626,P27487,CCL22_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL22,,Signaling by Interleukins|Signaling by GPCR
,P55773,P25090,CCL23_HUMAN,FPR2_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-416459,R-HSA-391913,,,,ligand-receptor,Chemokines,Chemokine CCL23,,Signaling by Interleukins|Signaling by GPCR
,P55773,P32246,CCL23_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL23,,Signaling by Interleukins|Signaling by GPCR
,O00175,P51677,CCL24_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL24,,Signaling by Interleukins|Signaling by GPCR
,O15444,Q9NPB9,CCL25_HUMAN,ACKR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL25,,Signaling by Interleukins|Signaling by GPCR
,O15444,P51686,CCL25_HUMAN,CCR9_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL25,,Signaling by Interleukins|Signaling by GPCR
,Q9Y258,P32246,CCL26_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL26,,Signaling by Interleukins|Signaling by GPCR
,Q9Y258,P41597,CCL26_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL26,,Signaling by Interleukins|Signaling by GPCR
,Q9Y258,P51677,CCL26_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL26,,Signaling by Interleukins|Signaling by GPCR
,Q9Y4X3,P46092,CCL27_HUMAN,CCR10_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL27,,Signaling by Interleukins|Signaling by GPCR
,Q9NRJ3,P46092,CCL28_HUMAN,CCR10_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Chemokines,Chemokine CCL28,,Signaling by Interleukins|Signaling by GPCR
,P10147,O00590,CCL3_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL3,,Signaling by Interleukins|Signaling by GPCR
,P10147,P32246,CCL3_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL3,,Signaling by Interleukins|Signaling by GPCR
,P10147,P51677,CCL3_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL3,,Signaling by Interleukins|Signaling by GPCR
,P10147,P51681,CCL3_HUMAN,CCR5_HUMAN,curated,PMID:15251452,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL3,,Signaling by Interleukins|Signaling by GPCR
,P16619,P32246,CCL3L1,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL3L1,,Signaling by Interleukins|Signaling by GPCR
,P16619,P51677,CCL3L1,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL3L1,,Signaling by Interleukins|Signaling by GPCR
,P13236,O00590,CCL4_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL4,,Signaling by Interleukins|Signaling by GPCR
,P13236,P51681,CCL4_HUMAN,CCR5_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL4,,Signaling by Interleukins|Signaling by GPCR
,P13501,O00590,CCL5_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL5,,Signaling by Interleukins|Signaling by GPCR
,P13501,Q16570,CCL5_HUMAN,ACKR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL5,,Signaling by Interleukins|Signaling by GPCR
,P13501,P32246,CCL5_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL5,,Signaling by Interleukins|Signaling by GPCR
,P13501,P51677,CCL5_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL5,,Signaling by Interleukins|Signaling by GPCR
,P13501,P51679,CCL5_HUMAN,CCR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL5,,Signaling by Interleukins|Signaling by GPCR
,P13501,P51681,CCL5_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL5,,Signaling by Interleukins|Signaling by GPCR
,P13501,O95800,CCL5_HUMAN,GPR75_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,ligand-receptor,Chemokines,Chemokine CCL5,,Signaling by Interleukins|Signaling by GPCR
,P80098,O00590,CCL7_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL7,,Signaling by Interleukins|Signaling by GPCR
,P80098,P32246,CCL7_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL7,,Signaling by Interleukins|Signaling by GPCR
,P80098,P41597,CCL7_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL7,,Signaling by Interleukins|Signaling by GPCR
,P80098,P51677,CCL7_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL7,,Signaling by Interleukins|Signaling by GPCR
,P80098,P51681,CCL7_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL7,,Signaling by Interleukins|Signaling by GPCR
,P80075,O00590,CCL8_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL8,,Signaling by Interleukins|Signaling by GPCR
,P80075,P32246,CCL8_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL8,,Signaling by Interleukins|Signaling by GPCR
,P80075,P41597,CCL8_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL8,,Signaling by Interleukins|Signaling by GPCR
,P80075,P51677,CCL8_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL8,,Signaling by Interleukins|Signaling by GPCR
,P80075,P51681,CCL8_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,ligand-receptor,Chemokines,Chemokine CCL8,,Signaling by Interleukins|Signaling by GPCR
,Q13740,P30203,CD166_HUMAN,CD6_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,ligand-receptor,,,CD6,
,P15813,Q8N423,CD1D_HUMAN,LIRB2_HUMAN,curated,PMID:19124746,True,RVentoTormo,,,,,,ligand-receptor,Antigen-presenting glycoprotein,,,
,Q15762,Q92692,CD226_HUMAN,PVRL2_HUMAN,curated,integrin_activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149,True,RVentoTormo,,,,,,adhesion-adhesion,,,,
,P25063,P16109,CD24_HUMAN,LYAM3_HUMAN,curated,PMID:9129046,True,RVentoTormo,,,,,,ligand-receptor,,,P-selectin glycoprotein ligand 1,
,Q5ZPR3,Q5T2D2,CD276_HUMAN,TRML2_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,ligand-receptor,,,CD276,
,P28906,P14151,CD34_HUMAN,LYAM1_HUMAN,curated,PMID:7692600;PMID:8977216,True,RVentoTormo,,,,,,ligand-receptor,,,P-selectin glycoprotein ligand 1,
,P28906,P16109,CD34_HUMAN,LYAM3_HUMAN,curated,PMID:18606703,True,RVentoTormo,,,,,,ligand-receptor,,,P-selectin glycoprotein ligand 1,
,P29965,integrin_a2Bb3_complex,CD40L_HUMAN,,curated,PMID:11875495,True,RVentoTormo,,,,,,ligand-integrin,,,,
,P29965,integrin_a5b1_complex,CD40L_HUMAN,,curated,PMC3365732,True,RVentoTormo,,,,,,ligand-integrin,,,,
,P29965,P25942,CD40L_HUMAN,TNR5_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,ligand-receptor,Tumor necrosis factor,Tumor necrosis factor CD40L,,
,P16070,P16581,CD44_HUMAN,LYAM2_HUMAN,curated,PMC4571854,True,RVentoTormo,,,,,,ligand-receptor,,,,
,Q08722,SIRB1_complex,CD47_HUMAN,,curated,2jjs;PDB_partially,True,RVentoTormo,,,,,,receptor-receptor,,,,
,P09326,Q9BZW8,CD48_HUMAN,CD244_HUMAN,curated,activating_interaction._uniprot_&_PMID:26697006,True,RVentoTormo,,,,,,ligand-receptor,,,CD244,
,P31358,Q96LC7,CD52_HUMAN,SIG10_HUMAN,curated,PMID:23685786,True,RVentoTormo,,,,,,ligand-receptor,,,,
,P32970,P26842,CD70_HUMAN,CD27_HUMAN,curated,activating_interaction_for_NK_and_T_cells._uniprot_&_PMID:26697006,True,RVentoTormo,,,,,,ligand-receptor,,,CD27,TNFR2 non-canonical NF-kB pathway
,P33681,P10747,CD80_HUMAN,CD28_HUMAN,curated,antigen_stimulated_T_cells_become_activated._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,ligand-receptor,,,,
,P33681,P16410,CD80_HUMAN,CTLA4_HUMAN,curated,integrin_antigen_stimulated_T_cells_become_anergic._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,ligand-receptor,Cytotoxic T-lymphocyte protein 4,,,
,P42081,P10747,CD86_HUMAN,CD28_HUMAN,curated,integrin_antigen_stimulated_T_cells_become_activated._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,ligand-receptor,,,CD28,
,P42081,P16410,CD86_HUMAN,CTLA4_HUMAN,curated,antigen_stimulated_T_cells_become_anergic._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,ligand-receptor,Cytotoxic T-lymphocyte protein 4,,,
,P14209,Q9UKJ1,CD99_HUMAN,PILRA_HUMAN,curated,PMID:18234675,True,RVentoTormo,,,,,,ligand-receptor,,,,
,P13688,Q9NNX6,CEAM1_HUMAN,CD209_HUMAN,curated,PMID:16282604;PMID:16246332,True,RVentoTormo,,,,,,ligand-receptor,Cell adhesion,Cell adhesion molecule CEAM,CD209,Extracellular matrix organization
,P13688,P40199,CEAM1_HUMAN,CEAM6_HUMAN,curated,PMID:21982860,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule CEAM,,Extracellular matrix organization
,P13688,P31997,CEAM1_HUMAN,CEAM8_HUMAN,curated,PMID:24743304,True,RVentoTormo,,,,,,adhesion-adhesion,Cell adhesion,Cell adhesion molecule CEAM,,Extracellular matrix organization
